property_type	place_name	country_name	state_name	lat	lon	price	currency	surface_total_in_m2
apartment	Nuñez	Argentina	Capital Federal	-34.5362412	-58.4680035	23000.0	USD	92.0
apartment	Palermo	Argentina	Capital Federal	-34.590743700000004	-58.42253570000001	189500.0	USD	90.0
apartment	Belgrano	Argentina	Capital Federal	-34.55681320000001	-58.45748320000001	279000.0	USD	127.0
apartment	Flores	Argentina	Capital Federal	-34.6277554366	-58.4637071736	217000.0	USD	111.0
apartment	Congreso	Argentina	Capital Federal	-34.6129996294	-58.3890441264	89000.0	USD	56.0
apartment	Monserrat	Argentina	Capital Federal	-34.6129038993	-58.3888381116	60000.0	USD	34.0
house	Nuñez	Argentina	Capital Federal	-34.5382458	-58.4694191	777000.0	USD	380.0
apartment	Villa Pueyrredón	Argentina	Capital Federal	-34.5749848203	-58.50901647479999	99000.0	USD	65.0
apartment	Retiro	Argentina	Capital Federal	-34.6039698699	-58.3765881307	120000.0	USD	58.0
apartment	Nuñez	Argentina	Capital Federal	-34.539871500000004	-58.4643515	205000.0	USD	63.0
store	Palermo Viejo	Argentina	Capital Federal	-34.596342577	-58.41001077560001	139000.0	USD	42.0
house	Villa Devoto	Argentina	Capital Federal	-34.5921813	-58.4988318	122000.0	USD	60.0
house	Boedo	Argentina	Capital Federal	-34.620767	-58.4141356	800000.0	USD	485.0
PH	Villa Lugano	Argentina	Capital Federal	-34.6807164	-58.47937760000001	179000.0	USD	154.0
apartment	Coghlan	Argentina	Capital Federal	-34.5571571	-58.47978240000001	178000.0	USD	14.0
apartment	Monserrat	Argentina	Capital Federal	-34.61319829999999	-58.3846684	67000.0	USD	35.0
apartment	Recoleta	Argentina	Capital Federal	-34.5865612535	-58.4003394754	290000.0	USD	67.0
apartment	Recoleta	Argentina	Capital Federal	-34.5865612535	-58.4003394754	310000.0	USD	74.0
apartment	Villa Urquiza	Argentina	Capital Federal	-34.57776535510001	-58.4879032821	159000.0	USD	54.0
house	Capital Federal	Argentina	Capital Federal	-34.6268896566	-58.4729949239	1550000.0	USD	2699.0
apartment	Puerto Madero	Argentina	Capital Federal	-34.609390595	-58.3622028767	3500000.0	USD	334.0
apartment	Villa Urquiza	Argentina	Capital Federal	-34.57315070000001	-58.482362	196000.0	USD	76.0
apartment	Villa Urquiza	Argentina	Capital Federal	-34.57315070000001	-58.482362	210000.0	USD	76.0
apartment	Villa Urquiza	Argentina	Capital Federal	-34.57315070000001	-58.482362	169500.0	USD	65.0
apartment	Villa Urquiza	Argentina	Capital Federal	-34.57315070000001	-58.482362	97000.0	USD	41.0
apartment	Villa Urquiza	Argentina	Capital Federal	-34.57315070000001	-58.482362	103000.0	USD	41.0
apartment	Villa Urquiza	Argentina	Capital Federal	-34.57315070000001	-58.482362	107500.0	USD	41.0
apartment	Villa Urquiza	Argentina	Capital Federal	-34.57315070000001	-58.482362	109000.0	USD	39.0
apartment	Villa Urquiza	Argentina	Capital Federal	-34.57315070000001	-58.482362	93500.0	USD	35.0
apartment	Villa Urquiza	Argentina	Capital Federal	-34.57315070000001	-58.482362	102000.0	USD	33.0
apartment	Villa Urquiza	Argentina	Capital Federal	-34.57315070000001	-58.482362	68499.0	USD	26.0
apartment	Villa Urquiza	Argentina	Capital Federal	-34.57315070000001	-58.482362	74148.0	USD	26.0
apartment	Villa Urquiza	Argentina	Capital Federal	-34.57315070000001	-58.482362	74259.0	USD	26.0
apartment	Caballito	Argentina	Capital Federal	-34.6253856	-58.4478765	89250.0	USD	35.0
apartment	Caballito	Argentina	Capital Federal	-34.6253856	-58.4478765	90525.0	USD	36.0
apartment	Caballito	Argentina	Capital Federal	-34.6253856	-58.4478765	93075.0	USD	37.0
apartment	Caballito	Argentina	Capital Federal	-34.6253856	-58.4478765	94350.0	USD	37.0
apartment	Caballito	Argentina	Capital Federal	-34.6253856	-58.4478765	119850.0	USD	47.0
apartment	Caballito	Argentina	Capital Federal	-34.6209278	-58.44587360000001	119850.0	USD	47.0
apartment	Recoleta	Argentina	Capital Federal	-34.59133610000001	-58.3893309	1300000.0	USD	344.0
apartment	Barracas	Argentina	Capital Federal	-34.6355858169	-58.3710434291	181643.0	USD	78.0
apartment	Once	Argentina	Capital Federal	-34.6114287	-58.407329	75000.0	USD	42.0
store	Recoleta	Argentina	Capital Federal	-34.5955624	-58.3857548	75000.0	USD	42.0
apartment	Almagro	Argentina	Capital Federal	-34.6030205	-58.42256379999999	65000.0	USD	30.0
PH	San Telmo	Argentina	Capital Federal	-34.61958679999999	-58.3729432	106000.0	USD	55.0
apartment	Caballito	Argentina	Capital Federal	-34.6118305	-58.4486295	144000.0	USD	86.0
apartment	Floresta	Argentina	Capital Federal	-34.6346403	-58.4789067	82000.0	USD	38.0
apartment	Palermo	Argentina	Capital Federal	-34.571149600000005	-58.4232966	279000.0	USD	82.0
apartment	Almagro	Argentina	Capital Federal	-34.6085482	-58.4174878	347000.0	USD	264.0
store	Centro / Microcentro	Argentina	Capital Federal	-34.607924	-58.37481500000001	900000.0	USD	900.0
PH	Barracas	Argentina	Capital Federal	-34.633227000000005	-58.3757312	180000.0	USD	119.0
apartment	San Telmo	Argentina	Capital Federal	-34.6211839	-58.37311629999999	145000.0	USD	71.0
apartment	Congreso	Argentina	Capital Federal	-34.6096662705	-58.3985552396	79000.0	USD	41.0
PH	Villa Lugano	Argentina	Capital Federal	-34.6541537927	-58.4652126624	1185000.0	ARS	52.0
apartment	Villa Crespo	Argentina	Capital Federal	-34.596993	-58.436264	152000.0	USD	86.0
apartment	Flores	Argentina	Capital Federal	-34.6228881144	-58.478962371099996	80000.0	USD	51.0
apartment	Palermo Soho	Argentina	Capital Federal	-34.594221696999995	-58.421992828	215000.0	USD	118.0
apartment	Palermo	Argentina	Capital Federal	-34.5729966584	-58.4318581658	430000.0	USD	190.0
house	Capital Federal	Argentina	Capital Federal	-34.6196837954	-58.4518870985	230000.0	USD	333.0
apartment	Recoleta	Argentina	Capital Federal	-34.595936902199995	-58.393204602	380000.0	USD	244.0
apartment	Almagro	Argentina	Capital Federal	-34.6118345	-58.411674	130000.0	USD	80.0
apartment	Retiro	Argentina	Capital Federal	-34.598819899999995	-58.3793473	120000.0	USD	54.0
apartment	San Telmo	Argentina	Capital Federal	-34.6174093	-58.3714257	145000.0	USD	68.0
apartment	San Cristobal	Argentina	Capital Federal	-34.621486700000005	-58.393032	115000.0	USD	65.0
apartment	Recoleta	Argentina	Capital Federal	-34.5886289	-58.4030557	330000.0	USD	138.0
apartment	Floresta	Argentina	Capital Federal	-34.6326253909	-58.4765483222	147000.0	USD	72.0
apartment	Monserrat	Argentina	Capital Federal	-34.6164926	-58.3815796	200000.0	USD	97.0
apartment	Flores	Argentina	Capital Federal	-34.6324133	-58.4612225	230000.0	USD	126.0
apartment	Belgrano	Argentina	Capital Federal	-34.574946000000004	-58.440468	96000.0	USD	37.0
store	Liniers	Argentina	Capital Federal	-34.6091271	-58.5278706	49500.0	USD	60.0
house	Almagro	Argentina	Capital Federal	-34.6096689	-58.4179948	1800000.0	USD	1700.0
PH	Constitución	Argentina	Capital Federal	-34.6242031	-58.3874069	260000.0	USD	197.0
apartment	Boca	Argentina	Capital Federal	-34.6299333	-58.3617309	128000.0	USD	107.0
house	Caballito	Argentina	Capital Federal	-34.613634999999995	-58.4444945	95000.0	USD	57.0
apartment	Balvanera	Argentina	Capital Federal	-34.6043282405	-58.40725108979999	84000.0	USD	45.0
apartment	Tribunales	Argentina	Capital Federal	-34.600975899999995	-58.389658	123000.0	USD	70.0
apartment	Barrio Norte	Argentina	Capital Federal	-34.5942813	-58.398064100000006	175000.0	USD	58.0
apartment	Villa Urquiza	Argentina	Capital Federal	-34.5676901	-58.4918971	159000.0	USD	65.0
apartment	Flores	Argentina	Capital Federal	-34.626104999999995	-58.4621326	105000.0	USD	72.0
apartment	Caballito	Argentina	Capital Federal	-34.6254804	-58.451668700000006	115500.0	USD	39.0
apartment	Caballito	Argentina	Capital Federal	-34.6272037	-58.4405593	138000.0	USD	85.0
apartment	Caballito	Argentina	Capital Federal	-34.6184228	-58.4398186	168000.0	USD	83.0
apartment	Caballito	Argentina	Capital Federal	-34.6185234	-58.4403775	92000.0	USD	44.0
apartment	Caballito	Argentina	Capital Federal	-34.6254804	-58.451668700000006	115500.0	USD	39.0
apartment	Almagro	Argentina	Capital Federal	-34.6103101	-58.4261145	185000.0	USD	64.0
apartment	San Cristobal	Argentina	Capital Federal	-34.6235921	-58.3948593	102000.0	USD	73.0
apartment	San Cristobal	Argentina	Capital Federal	-34.6219274	-58.3967335	105000.0	USD	65.0
PH	San Cristobal	Argentina	Capital Federal	-34.626123	-58.3973219	240000.0	USD	270.0
apartment	San Cristobal	Argentina	Capital Federal	-34.6185018	-58.3984505	112000.0	USD	49.0
apartment	Recoleta	Argentina	Capital Federal	-34.5914057	-58.388358200000006	659000.0	USD	170.0
house	Villa Crespo	Argentina	Capital Federal	-34.598249200000005	-58.4317807	239000.0	USD	130.0
apartment	Flores	Argentina	Capital Federal	-34.6284062566	-58.4659506445	77000.0	USD	49.0
apartment	Flores	Argentina	Capital Federal	-34.6284062566	-58.4659506445	78500.0	USD	49.0
apartment	Flores	Argentina	Capital Federal	-34.6284062566	-58.4659506445	76000.0	USD	43.0
apartment	Belgrano	Argentina	Capital Federal	-34.5631893	-58.4597561	243000.0	USD	80.0
apartment	Caballito	Argentina	Capital Federal	-34.6272681	-58.4404348	578400.0	USD	201.0
apartment	Caballito	Argentina	Capital Federal	-34.6272681	-58.4404348	614400.0	USD	201.0
apartment	Caballito	Argentina	Capital Federal	-34.6272681	-58.4404348	435000.0	USD	140.0
apartment	Caballito	Argentina	Capital Federal	-34.6272681	-58.4404348	582400.0	USD	201.0
apartment	Caballito	Argentina	Capital Federal	-34.6272681	-58.4404348	211425.0	USD	81.0
apartment	Caballito	Argentina	Capital Federal	-34.6272681	-58.4404348	214425.0	USD	81.0
apartment	Caballito	Argentina	Capital Federal	-34.6272681	-58.4404348	217425.0	USD	81.0
apartment	Caballito	Argentina	Capital Federal	-34.6272681	-58.4404348	220425.0	USD	81.0
apartment	Caballito	Argentina	Capital Federal	-34.6272681	-58.4404348	241425.0	USD	81.0
apartment	Caballito	Argentina	Capital Federal	-34.6272681	-58.4404348	244425.0	USD	81.0
apartment	Caballito	Argentina	Capital Federal	-34.6272681	-58.4404348	216135.0	USD	81.0
apartment	Caballito	Argentina	Capital Federal	-34.6272681	-58.4404348	219135.0	USD	81.0
apartment	Caballito	Argentina	Capital Federal	-34.6272681	-58.4404348	222135.0	USD	81.0
apartment	Caballito	Argentina	Capital Federal	-34.6272681	-58.4404348	246135.0	USD	81.0
apartment	Caballito	Argentina	Capital Federal	-34.6272681	-58.4404348	143930.0	USD	53.0
apartment	Caballito	Argentina	Capital Federal	-34.6272681	-58.4404348	145930.0	USD	53.0
apartment	Caballito	Argentina	Capital Federal	-34.6272681	-58.4404348	149930.0	USD	53.0
apartment	Villa Crespo	Argentina	Capital Federal	-34.6003533	-58.4334233	97000.0	USD	43.0
apartment	Villa Crespo	Argentina	Capital Federal	-34.6003533	-58.4334233	97000.0	USD	43.0
apartment	Parque Centenario	Argentina	Capital Federal	-34.6003533	-58.4334233	97000.0	USD	43.0
apartment	Almagro	Argentina	Capital Federal	-34.6003533	-58.4334233	97000.0	USD	43.0
apartment	Almagro	Argentina	Capital Federal	-34.6003533	-58.4334233	97000.0	USD	43.0
apartment	Parque Centenario	Argentina	Capital Federal	-34.6003533	-58.4334233	97000.0	USD	43.0
apartment	Barrio Norte	Argentina	Capital Federal	-34.6036844	-58.3815591	174000.0	USD	80.0
store	Once	Argentina	Capital Federal	-34.6055229	-58.4057152	1100000.0	USD	50.0
apartment	Congreso	Argentina	Capital Federal	-34.6077536	-58.3978948	150000.0	USD	81.0
apartment	Palermo	Argentina	Capital Federal	-34.5644737	-58.435099	209000.0	USD	82.0
apartment	Once	Argentina	Capital Federal	-34.623218200000004	-58.4373629	250000.0	USD	125.0
apartment	San Telmo	Argentina	Capital Federal	-34.619588	-58.39745229999999	115000.0	USD	70.0
apartment	Congreso	Argentina	Capital Federal	-34.60664379999999	-58.3907549	255000.0	USD	116.0
apartment	Belgrano	Argentina	Capital Federal	-34.5607609	-58.4606042	330000.0	USD	85.0
apartment	Recoleta	Argentina	Capital Federal	-34.5872803	-58.40562979999999	265000.0	USD	117.0
apartment	Recoleta	Argentina	Capital Federal	-34.5896972	-58.3943979	425000.0	USD	111.0
store	San Telmo	Argentina	Capital Federal	-34.6160898	-58.37299270000001	298000.0	USD	130.0
store	Villa Crespo	Argentina	Capital Federal	-34.5964486	-58.442948	299000.0	USD	77.0
apartment	Abasto	Argentina	Capital Federal	-34.6063725	-58.4124011	67000.0	USD	43.0
apartment	Parque Chacabuco	Argentina	Capital Federal	-34.632014700000006	-58.4450966	132000.0	USD	66.0
PH	Boca	Argentina	Capital Federal	-34.6340376	-58.3632562	140000.0	USD	139.0
apartment	Caballito	Argentina	Capital Federal	-34.6163971	-58.45437510000001	80000.0	USD	36.0
apartment	Balvanera	Argentina	Capital Federal	-34.6280960297	-58.390970365600005	84900.0	USD	38.0
apartment	Villa Luro	Argentina	Capital Federal	-34.6250504	-58.525324	79000.0	USD	44.0
apartment	Villa Crespo	Argentina	Capital Federal	-34.590244299999995	-58.4466282	119000.0	USD	47.0
apartment	Chacarita	Argentina	Capital Federal	-34.5909950396	-58.4469529536	119000.0	USD	47.0
apartment	Caballito	Argentina	Capital Federal	-34.610226281100005	-58.4321353789	210000.0	USD	93.0
house	Boedo	Argentina	Capital Federal	-34.6328351	-58.4144969	400000.0	USD	258.0
apartment	Villa Crespo	Argentina	Capital Federal	-34.5967174929	-58.43833269979999	249000.0	USD	135.0
apartment	Caballito	Argentina	Capital Federal	-34.6074624	-58.44845079999999	155000.0	USD	48.0
apartment	Balvanera	Argentina	Capital Federal	-34.606394	-58.403943700000006	169000.0	USD	114.0
house	Villa Crespo	Argentina	Capital Federal	-34.5973467	-58.43122389999999	420000.0	USD	210.0
apartment	Almagro	Argentina	Capital Federal	-34.6059110056	-58.4255667324	90000.0	USD	20.0
apartment	Barrio Norte	Argentina	Capital Federal	-34.6011371	-58.40575250000001	138000.0	USD	55.0
apartment	Recoleta	Argentina	Capital Federal	-34.5941021	-58.40085210000001	365000.0	USD	148.0
apartment	Recoleta	Argentina	Capital Federal	-34.5941021	-58.40085210000001	365000.0	USD	148.0
apartment	Palermo	Argentina	Capital Federal	-34.5821815	-58.4204037	565000.0	USD	215.0
apartment	Almagro	Argentina	Capital Federal	-34.6059110056	-58.4255667324	90000.0	USD	20.0
apartment	Almagro	Argentina	Capital Federal	-34.6059110056	-58.4255667324	130000.0	USD	32.0
apartment	Almagro	Argentina	Capital Federal	-34.6059110056	-58.4255667324	130000.0	USD	32.0
house	Caballito	Argentina	Capital Federal	-34.6167328	-58.4613625	347000.0	USD	159.0
apartment	Congreso	Argentina	Capital Federal	-34.607365	-58.3862711	220000.0	USD	120.0
apartment	Recoleta	Argentina	Capital Federal	-34.592476399999995	-58.3951659	77500.0	USD	24.0
apartment	Recoleta	Argentina	Capital Federal	-34.597050200000005	-58.3988816	230000.0	USD	96.0
apartment	Barrio Norte	Argentina	Capital Federal	-34.597050200000005	-58.3988816	230000.0	USD	96.0
apartment	Barrio Norte	Argentina	Capital Federal	-34.602155100000004	-58.39426	78500.0	USD	38.0
apartment	Belgrano	Argentina	Capital Federal	-34.5701995	-58.4482262	265000.0	USD	120.0
apartment	Colegiales	Argentina	Capital Federal	-34.5701995	-58.4482262	265000.0	USD	120.0
apartment	Boedo	Argentina	Capital Federal	-34.6317293	-58.4052664	112500.0	USD	60.0
house	Belgrano	Argentina	Capital Federal	-34.5692723	-58.4541093	570000.0	USD	237.0
apartment	Caballito	Argentina	Capital Federal	-34.6159181	-58.4397282	181650.0	USD	71.0
apartment	Caballito	Argentina	Capital Federal	-34.6159181	-58.4397282	122063.0	USD	46.0
apartment	Caballito	Argentina	Capital Federal	-34.6159181	-58.4397282	92475.0	USD	35.0
house	San Telmo	Argentina	Capital Federal	-34.6229849	-58.3700833	365000.0	USD	275.0
PH	Parque Patricios	Argentina	Capital Federal	-34.6313564	-58.3974145	230000.0	USD	209.0
apartment	Palermo	Argentina	Capital Federal	-34.5978424	-58.4159872	105000.0	USD	39.0
house	Villa General Mitre	Argentina	Capital Federal	-34.6202799	-58.391446	390000.0	USD	225.0
house	Liniers	Argentina	Capital Federal	-34.6474804	-58.523109700000006	320000.0	USD	270.0
apartment	Villa Luro	Argentina	Capital Federal	-34.639514899999995	-58.5071076	140000.0	USD	50.0
house	Liniers	Argentina	Capital Federal	-34.6482282	-58.5203166	247000.0	USD	160.0
apartment	Balvanera	Argentina	Capital Federal	-34.6044969	-58.396772	135000.0	USD	70.0
apartment	Villa Santa Rita	Argentina	Capital Federal	-34.628883200000004	-58.46895670000001	115000.0	USD	51.0
house	Flores	Argentina	Capital Federal	-34.632877	-58.45498860000001	235000.0	USD	140.0
apartment	Villa General Mitre	Argentina	Capital Federal	-34.6036844	-58.3815591	185000.0	USD	84.0
PH	Mataderos	Argentina	Capital Federal	-34.6683211	-58.50594029999999	90000.0	USD	55.0
apartment	Villa del Parque	Argentina	Capital Federal	-34.6182567	-58.5005476	97000.0	USD	51.0
apartment	Monte Castro	Argentina	Capital Federal	-34.6184552868	-58.500714319	72000.0	USD	35.0
apartment	Parque Chas	Argentina	Capital Federal	-34.588694499	-58.4767833723	145000.0	USD	75.0
apartment	Caballito	Argentina	Capital Federal	-34.6186037	-58.44344	117000.0	USD	59.0
apartment	Balvanera	Argentina	Capital Federal	-34.6027805813	-58.3983723762	109000.0	USD	50.0
apartment	Floresta	Argentina	Capital Federal	-34.6280352	-58.4788463	305000.0	USD	185.0
apartment	Recoleta	Argentina	Capital Federal	-34.588029	-58.40407610000001	208000.0	USD	78.0
apartment	Recoleta	Argentina	Capital Federal	-34.593894899999995	-58.3933988	250000.0	USD	65.0
apartment	Recoleta	Argentina	Capital Federal	-34.597532	-58.40342239999999	230000.0	USD	110.0
apartment	Belgrano	Argentina	Capital Federal	-34.5620844	-58.4566864	78000.0	USD	25.0
apartment	Palermo Soho	Argentina	Capital Federal	-34.5899744	-58.4256141	780000.0	USD	0.0
apartment	Recoleta	Argentina	Capital Federal	-34.594885600000005	-58.38274870000001	800000.0	USD	289.0
apartment	Recoleta	Argentina	Capital Federal	-34.5875093	-58.386783	510000.0	USD	151.0
house	Saavedra	Argentina	Capital Federal	-34.5509956	-58.4755343	590000.0	USD	460.0
PH	Villa Pueyrredón	Argentina	Capital Federal	-34.5909611	-58.5040854	232000.0	USD	135.0
apartment	Recoleta	Argentina	Capital Federal	-34.5971060961	-58.39255708140001	2649236.0	USD	422.0
apartment	Nuñez	Argentina	Capital Federal	-34.5631091285	-58.466668332299996	199000.0	USD	65.0
apartment	Barracas	Argentina	Capital Federal	-34.641094	-58.3773949	190000.0	USD	87.0
apartment	Barracas	Argentina	Capital Federal	-34.641094	-58.3773949	118000.0	USD	58.0
apartment	Recoleta	Argentina	Capital Federal	-34.5963142	-58.3842317	520000.0	USD	200.0
apartment	San Telmo	Argentina	Capital Federal	-34.619614299999995	-58.3783429	335000.0	USD	400.0
apartment	Recoleta	Argentina	Capital Federal	-34.5842633	-58.399137	1150000.0	USD	206.0
apartment	Palermo Chico	Argentina	Capital Federal	-34.5792921	-58.4023316	2700000.0	USD	455.0
apartment	Caballito	Argentina	Capital Federal	-34.6271534	-58.42855581479999	115000.0	USD	51.0
apartment	Palermo Chico	Argentina	Capital Federal	-34.5776044	-58.412539	230000.0	USD	59.0
apartment	Palermo	Argentina	Capital Federal	-34.5967247	-58.41552530000001	325000.0	USD	102.0
apartment	Belgrano	Argentina	Capital Federal	-34.568915705500004	-58.4512601453	79900.0	USD	32.0
apartment	San Nicolás	Argentina	Capital Federal	-34.60773870000001	-58.3882966	350000.0	USD	190.0
apartment	Parque Chacabuco	Argentina	Capital Federal	-34.632938200000005	-58.4475601	295000.0	USD	101.0
apartment	Caballito	Argentina	Capital Federal	-34.632938200000005	-58.4475601	295000.0	USD	101.0
apartment	Barrio Norte	Argentina	Capital Federal	-34.58667929999999	-58.3904846	105000.0	USD	50.0
apartment	Recoleta	Argentina	Capital Federal	-34.5920626	-58.3790639	510000.0	USD	169.0
apartment	Palermo Soho	Argentina	Capital Federal	-34.590213899999995	-58.4239348	258000.0	USD	125.0
house	Villa Pueyrredón	Argentina	Capital Federal	-34.576463200000006	-58.50930379999999	280000.0	USD	310.0
PH	Villa Real	Argentina	Capital Federal	-34.6235651	-58.5206822	155000.0	USD	146.0
house	Liniers	Argentina	Capital Federal	-34.6356327	-58.5231346	199000.0	USD	155.0
apartment	San Telmo	Argentina	Capital Federal	-34.62443029999999	-58.3741828	126532.0	USD	52.0
apartment	San Telmo	Argentina	Capital Federal	-34.62443029999999	-58.3741828	144676.0	USD	52.0
apartment	Nuñez	Argentina	Capital Federal	-34.5555119	-58.46651479999999	189000.0	USD	79.0
PH	Mataderos	Argentina	Capital Federal	-34.644999	-58.49844670000001	95000.0	USD	57.0
apartment	Boedo	Argentina	Capital Federal	-34.6306343	-58.41763589999999	102500.0	USD	48.0
apartment	Barrio Norte	Argentina	Capital Federal	-34.601114	-58.3973144	159900.0	USD	85.0
PH	Mataderos	Argentina	Capital Federal	-34.65189520000001	-58.4863969	200000.0	USD	250.0
apartment	Barrio Norte	Argentina	Capital Federal	-34.5950951	-58.384297200000006	395000.0	USD	165.0
apartment	Flores	Argentina	Capital Federal	-34.6291527	-58.4690965	62000.0	USD	34.0
PH	San Cristobal	Argentina	Capital Federal	-34.6233924	-58.3992823	285000.0	USD	430.0
PH	Villa Devoto	Argentina	Capital Federal	-34.601082700000006	-58.51402289999999	185000.0	USD	103.0
apartment	Villa Luro	Argentina	Capital Federal	-34.6383815	-58.49940150000001	83000.0	USD	45.0
apartment	Villa Crespo	Argentina	Capital Federal	-34.60304050000001	-58.435675	160000.0	USD	68.0
apartment	Flores	Argentina	Capital Federal	-34.629891	-58.47017460000001	75000.0	USD	36.0
apartment	Nuñez	Argentina	Capital Federal	-34.542750299999994	-58.46014520000001	350000.0	USD	76.0
apartment	Barrio Norte	Argentina	Capital Federal	-34.59157329999999	-58.4029475	270000.0	USD	108.0
apartment	Palermo Chico	Argentina	Capital Federal	-34.5800089	-58.4052486	1850000.0	USD	304.0
apartment	Congreso	Argentina	Capital Federal	-34.6091355	-58.3923353	87000.0	USD	65.0
apartment	Floresta	Argentina	Capital Federal	-34.62678579999999	-58.4691463	179000.0	USD	93.0
apartment	Almagro	Argentina	Capital Federal	-34.608689	-58.4273378	260000.0	USD	152.0
house	Boedo	Argentina	Capital Federal	-34.6223456	-58.4229163	300000.0	USD	330.0
apartment	Palermo	Argentina	Capital Federal	-34.5955406	-58.41675770000001	106000.0	USD	49.0
apartment	Paternal	Argentina	Capital Federal	-34.6030795	-58.4598439	177000.0	USD	88.0
apartment	Floresta	Argentina	Capital Federal	-34.6370744	-58.48391460000001	85000.0	USD	43.0
apartment	Recoleta	Argentina	Capital Federal	-34.58965120000001	-58.4063059	550000.0	USD	103.0
apartment	Floresta	Argentina	Capital Federal	-34.6370744	-58.48391460000001	115000.0	USD	61.0
apartment	Palermo	Argentina	Capital Federal	-34.571149600000005	-58.4232966	81900.0	USD	27.0
apartment	Balvanera	Argentina	Capital Federal	-34.6086873	-58.4033827	65000.0	USD	27.0
apartment	Floresta	Argentina	Capital Federal	-34.6370744	-58.48391460000001	68500.0	USD	35.0
store	Almagro	Argentina	Capital Federal	-34.6024049	-58.4165279	100000.0	USD	42.0
apartment	Congreso	Argentina	Capital Federal	-34.6091355	-58.3923353	380000.0	USD	213.0
apartment	Palermo	Argentina	Capital Federal	-34.5963441	-58.4231714	120000.0	USD	49.0
apartment	Coghlan	Argentina	Capital Federal	-34.560968100000004	-58.4758459	199000.0	USD	65.0
apartment	Chacarita	Argentina	Capital Federal	-34.5885391	-58.449587253400004	140000.0	USD	60.0
apartment	Barracas	Argentina	Capital Federal	-34.641094	-58.3773949	158000.0	USD	75.0
PH	Caballito	Argentina	Capital Federal	-34.6209278	-58.44587360000001	157000.0	USD	68.0
store	San Cristobal	Argentina	Capital Federal	-34.627087	-58.398236	72000.0	USD	44.0
apartment	Villa Urquiza	Argentina	Capital Federal	-34.570884	-58.4886936	93000.0	USD	33.0
apartment	San Telmo	Argentina	Capital Federal	-34.625082299999995	-58.3767453	170000.0	USD	100.0
apartment	Recoleta	Argentina	Capital Federal	-34.5895459	-58.39736360000001	500000.0	USD	183.0
apartment	Palermo	Argentina	Capital Federal	-34.5833226	-58.40034350000001	140000.0	USD	44.0
apartment	Puerto Madero	Argentina	Capital Federal	-34.6148198526	-58.3622694266	540000.0	USD	88.0
apartment	Balvanera	Argentina	Capital Federal	-34.6124205	-58.4101178	125000.0	USD	73.0
apartment	Recoleta	Argentina	Capital Federal	-34.5929501	-58.4028934	180000.0	USD	67.0
apartment	Floresta	Argentina	Capital Federal	-34.6325141	-58.4809106	100000.0	ARS	81.0
apartment	Nuñez	Argentina	Capital Federal	-34.5394649343	-58.47368987390001	165000.0	USD	59.0
house	Capital Federal	Argentina	Capital Federal	-34.5983009279	-58.3868217721	580000.0	USD	660.0
house	Capital Federal	Argentina	Capital Federal	-34.555259561999996	-58.4523581896	1700000.0	USD	2400.0
PH	Parque Patricios	Argentina	Capital Federal	-34.631707500000005	-58.40527049999999	75000.0	USD	45.0
PH	Parque Patricios	Argentina	Capital Federal	-34.64247039999999	-58.412999	85000.0	USD	53.0
apartment	Parque Patricios	Argentina	Capital Federal	-34.6297403	-58.3984946	82000.0	USD	63.0
PH	Parque Patricios	Argentina	Capital Federal	-34.6397872	-58.40322239999999	57000.0	USD	48.0
apartment	Caballito	Argentina	Capital Federal	-34.613251	-58.441222	169000.0	USD	54.0
apartment	Villa Crespo	Argentina	Capital Federal	-34.60137	-58.433014	248000.0	USD	115.0
PH	Parque Chacabuco	Argentina	Capital Federal	-34.6369956	-58.4319326	112000.0	USD	79.0
apartment	Recoleta	Argentina	Capital Federal	-34.5888723	-58.40025279999999	160000.0	USD	41.0
store	Palermo	Argentina	Capital Federal	-34.596329100000005	-58.44985129999999	183500.0	USD	28.0
apartment	Recoleta	Argentina	Capital Federal	-34.5947774	-58.39341429999999	850000.0	USD	270.0
PH	Caballito	Argentina	Capital Federal	-34.6167328	-58.4613625	347000.0	USD	159.0
apartment	Palermo	Argentina	Capital Federal	-34.579799	-58.4296297	135800.0	USD	42.0
apartment	Belgrano	Argentina	Capital Federal	-34.5597433468	-58.444857581899996	258000.0	USD	75.0
apartment	Coghlan	Argentina	Capital Federal	-34.615823799999994	-58.4333203	112000.0	USD	67.0
apartment	Caballito	Argentina	Capital Federal	-34.6209278	-58.44587360000001	89250.0	USD	35.0
apartment	Recoleta	Argentina	Capital Federal	-34.591673799999995	-58.384411	990000.0	USD	264.0
apartment	Caballito	Argentina	Capital Federal	-34.611914500000005	-58.4326682	169000.0	USD	59.0
apartment	Belgrano	Argentina	Capital Federal	-34.5620844	-58.4566864	280000.0	USD	98.0
apartment	Palermo	Argentina	Capital Federal	-34.5882688301	-58.411752372399995	579000.0	USD	193.0
apartment	Caballito	Argentina	Capital Federal	-34.6066202	-58.4417422	240000.0	USD	111.0
apartment	Palermo	Argentina	Capital Federal	-34.5976761	-58.41584570000001	185000.0	USD	75.0
apartment	Puerto Madero	Argentina	Capital Federal	-34.6177194	-58.3620561	799000.0	USD	190.0
apartment	Puerto Madero	Argentina	Capital Federal	-34.613483200000005	-58.362245	490000.0	USD	120.0
apartment	Puerto Madero	Argentina	Capital Federal	-34.61906010000001	-58.3606951	260000.0	USD	50.0
